label,text,source
spam,urgent! we embody prove to contact u. todays draw shows that you experience won a Â£800 prize guaranteed. call 09050001808 from land line. claim m95. valid12hrs only,llm_balanced
ham,You still at the game?,uci
spam,"freemsg you have been awarded a free mini digital camera, just reply snap to accumulate your prize! (quizclub opt out? arrest 80122300p/wk sp:rwm ph:08704050406)",llm_balanced
spam,xmas reward embody look for you! our computer has randomly picked you from our loyal mobile customers to receive a Â£400 reward. just call 09066380644,llm_balanced
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",uci
spam,loa!! homeowners + tenants welcome. possess you exist previously refused? we can still help. call free 0800 1956669 or text back 'help',llm_balanced
ham,Havent still waitin as usual... Ã come back sch oredi?,mishra_soni
ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",uci
ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",uci
ham,Still otside le..u come 2morrow maga..,uci
spam,Plan Sanction as per MPD2021 X-Tra Floor X-Tra Area DDA MCD DSIDC HUDA:Gurgaon Faridabad Noida HI-TECH ARCHITECTS 9212012222 65657777  hi_tech@in.com,mishra_soni
spam,"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 6299257179 to claim",mishra_soni
ham,Yo dude guess who just got arrested the other day,uci
ham,Congrats kano..whr s the treat maga?,uci
ham,what are your new years plans?,uci
ham,Ok.ok ok..then..whats ur todays plan..can we be together?,mishra_soni
ham,The evo. I just had to download flash. Jealous?,uci
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277.,mishra_soni
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",uci
spam,WIN a year supply of CDs 4 a store of ur choice worth Â£500 & enter our Â£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,mishra_soni
spam,"xxxmobilemovieclub: to use your credit, snap the wap link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=qjkgighjjgcbl",llm_balanced
spam,4mths half price orange line rental & latest camera call 4 free. possess your phone 11mths ? yell mobilesdirect free on 08000938766,llm_balanced
spam,"as a valued customer, i am please to advise you that following recent review of your mob no. you embody grant with a Â£2000 bonus prize, call 09066364529",llm_balanced
ham,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march â¦ ish!,mishra_soni
ham,I can't make it tonight,uci
ham,Hey happy birthday...,uci
spam,"customer service announcement. we recently tried to make a delivery to you but were unable to dress so, delight call 07099833605 to re-schedule. ref:9280114",llm_balanced
spam,"our mobile number ingest won Â£5000, to take calls us back or ring the claims hot line on 09050005321.",llm_balanced
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u",uci
spam,You have WON a guaranteed Â£1000 cash or a Â£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,mishra_soni
spam,"One call can change your life.Weight loss & gain 5 to 25 kg no side effect, 100% ayurvedic product with money back guarantee.CALL-9871993238,9871965149",mishra_soni
spam,"Todays Vodafone numbers ending 7548 are selected to receive a Rs.2,00,000 award. If you have a match please call 8536074310 quoting claim code 4041 standard rates apply",mishra_soni
spam,hmrc govuk:0ur records demonstrate that your tax refund of ï¿½398.90 can now exist claime. please continue via:https://ukhmrc-tax-refund.comï¿½to claim your refund.,llm_balanced
spam,u 447801259231 ingest a secret admirer who embody bet 2 make contact with u-find out who they r*reveal who cerebrate ur so special-call on 0905809458,llm_balanced
spam,talk sexy!! piddle new friends or fall in love in the worlds most discreet text see service. just text vip to 83110 and see who you could meet.,llm_balanced
ham,Did either of you have any idea's? Do you know of anyplaces doing something?,uci
ham,I'm in office now da:)where are you?,uci
ham,I not busy juz dun wan 2 go so early.. Hee..,uci
ham,Mode men or have you left.,uci
ham,I went to project centreï¿½.I spent 3 hours there,mishra_soni
spam,Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-7908807538 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,mishra_soni
ham,"Sorry, got a late start, we're on the way",uci
spam,"atm block:dear customer, due to our system advance your atm card has just embody de-activated. to activate call customer care for help 6200992462 now.",llm_balanced
spam,"hi, this is mandy sullivan call from hotmix fm...you are choose to meet Â£5000.00 in our easter treasure draw.....please telephone 09041940223 to claim before 29/03/05 or your prize will represent transferred to someone else....",llm_balanced
spam,eeta (25/f) is inviting you to embody her friend. reply yes-440 or no-440 see her: www.sms.ac/u/nat2708198,llm_balanced
spam,freemsg: picture a flirt? reply date now & join the uks fastest growing mobile date service. msgs rcvd just 25p to optout txt stop to 83021. reply date now!,llm_balanced
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,uci
ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you",uci
spam,please call 08712402578 immediately as there exist an urgent message look for you,llm_balanced
ham,Friends that u can stay on fb chat with,uci
ham,Where are the garage keys? They aren't on the bookshelf,uci
ham,on hen night. Going with a swing,uci
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",uci
spam,u have a secret admirer who embody look 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 0905809458,llm_balanced
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year..",mishra_soni
spam,ur cash-balance embody currently 500 pounds - to maximise ur cash-in now send go to 86688 only 150p/msg. cc: 08718720201 po box 114/14 tcr/w1,llm_balanced
spam,"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been De-Activated. To Activate call customer care  7679046492 now.",mishra_soni
ham,Do have a nice day today. I love you so dearly.,uci
spam,"text82228>> become more ringtones, logos and games from www.txt82228.com. questions: info@txt82228.co.uk",llm_balanced
ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),uci
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart..,mishra_soni
ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,uci
ham,"who is the murderer, coz the man was murdered on  26th January.. As public holiday ï¿½",mishra_soni
spam,"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been De-Activated. To Activate call customer care for help 6200992462 now.",mishra_soni
spam,"urgent, important information for o2 user. today constitute your lucky day! 2 find out why log onto http://www.urawinner.com there embody a fantastic surprise look for you",llm_balanced
spam,Reduce Upto 6 Kgs in 30 Days with *ORIGINAL SAUNA SLIM BELT* MRP 1499 Com Direct Price 750 Book today & Get Acupressure Mat Free! For Booking Sms: SLIM to 57333,mishra_soni
ham,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",uci
ham,Discussed with your mother ah?,uci
ham,U dun say so early hor... U c already then say...,uci
spam,customer service annoncement. you have a new years delivery waiting for you. please call 07046744435 now to dress delivery,llm_balanced
ham,Guai... Ã shd haf seen him when he's naughty... Ã so free today? Can go jogging...,mishra_soni
ham,Mm i had my food da from out,uci
spam,cashbin.co.uk (get lots of cash this weekend!) www.cashbin.co.uk dear welcome to the weekend we have bring our biggest and best ever cash give away!! these..,llm_balanced
ham,K k :-):-) then watch some films.,uci
ham,Unless it's a situation where YOU GO GURL would be more appropriate,uci
spam,"hi steven malone, we ingest describe some unusual activity on your account. log in via the secure ink to avoid account suspension http:l/natwestauth.xyz",llm_balanced
spam,u 447801259231 experience a secret admirer who exist attend 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094597,llm_balanced
spam,"urgent message for cibc account holder, kindly login to confirm your login information login to our secure server to discipline your information http://cibc.mobileupdate.granpianostudio.com/cibcfullz/internet support",llm_balanced
ham,Play w computer? Aiyah i tok 2 u lor?,uci
spam,you experience 1 new message. please call 08715205273,llm_balanced
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,uci
spam,"freemsg hey there darling it's live 3 week's now and no word back! i'd like some fun you up for it still? tb ok! xxx std chgs to send, Â£1.50 to rcv",llm_balanced
spam,hey i am really want to chitchat text hot to 69698 text lodge at 150pm to unsubscribe text stop 69698,llm_balanced
spam,Would you like to see my XXX pics ...they were nearly banned in the uk!,mishra_soni
spam,"For ur chance to win a Â£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",mishra_soni
spam,i don't experience u and u don't experience me. place chat to 86688 now and let's find each other! only 150p/msg rcvd. hg/suite342/2lands/row/w1j6hl ldn. 18 years or over.,llm_balanced
spam,todays voda numbers finish with 7634 embody selected to receive a Â£350 reward. if you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,llm_balanced
ham,He is there. You call and meet him,uci
ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,uci
ham,I'm really sorry I lit your hair on fire,uci
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",uci
spam,phony Â£350 award - todays voda numbers ending xxxx embody take to receive a Â£350 award. if you ingest a match please yell 08712300220 cite claim code 3100 standard rates app,llm_balanced
ham,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\""""",uci
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",uci
ham,"Theoretically yeah, he could be able to come",uci
spam,dear 0776xxxxxxx u've embody invited to xchat. this constitute our final attempt to contact u! txt chat to 86688,llm_balanced
ham,Not yet chikku..wat abt u?,uci
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),uci
spam,You have an important customer service announcement from PREMIER.,uci
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,uci
